x,y,k,s
10.596247119260063,-2.5886327762838497,0,11.012916666666667
10.84617833620452,-2.5849510376401565,0,11.262875
11.096109553148978,-2.581269298996463,0,11.512833333333333
11.346040770093435,-2.57758756035277,0,11.762791666666667
11.595971987037892,-2.5739058217090762,0,12.01275
11.845903203982349,-2.570224083065383,0,12.262708333333332
12.095834420926806,-2.5665423444216895,0,12.512666666666666
12.345765637871263,-2.5628606057779963,0,12.762625
12.59569685481572,-2.5591788671343028,0,13.012583333333334
12.845628071760178,-2.5554971284906096,0,13.262541666666667
13.095559288704635,-2.551815389846916,0,13.5125
13.345490505649092,-2.548133651203223,0,13.762458333333333
13.59542172259355,-2.5444519125595293,0,14.012416666666667
13.845352939538007,-2.540770173915836,0,14.262375
14.095284156482464,-2.5370884352721426,0,14.512333333333334
14.345215373426921,-2.5334066966284494,0,14.762291666666666
14.595146590371378,-2.529724957984756,0,15.01225
14.845077807315835,-2.5260432193410627,0,15.262208333333334
15.095009024260293,-2.522361480697369,0,15.512166666666666
15.34494024120475,-2.518679742053676,0,15.762125000000001
15.594871458149207,-2.5149980034099824,0,16.012083333333333
15.844802675093664,-2.511316264766289,0,16.26204166666667
16.09473389203812,-2.5076345261225956,0,16.512
16.34466510898258,-2.5039527874789025,0,16.761958333333332
16.594596325927036,-2.500271048835209,0,17.011916666666668
16.844527542871493,-2.4965893101915158,0,17.261875
17.09445875981595,-2.492907571547822,0,17.511833333333335
17.344389976760407,-2.489225832904129,0,17.761791666666667
17.594321193704864,-2.4855440942604354,0,18.01175
17.84425241064932,-2.4818623556167423,0,18.26170833333333
18.09418362759378,-2.4781806169730487,0,18.511666666666667
18.344114844538232,-2.4744988783293556,0,18.761625000000002
18.594046061482693,-2.4708171396856624,0,19.011583333333334
18.843977278427147,-2.467135401041969,0,19.261541666666666
19.093908495371608,-2.4634536623982757,0,19.511499999999998
19.343839712316065,-2.459771923754582,0,19.761458333333334
19.593770929260522,-2.456090185110889,0,20.01141666666667
19.84370214620498,-2.4524084464671954,0,20.261375
20.093633363149436,-2.448726707823502,0,20.511333333333333
20.34356458009389,-2.4450449691798086,0,20.761291666666665
20.59349579703835,-2.4413632305361155,0,21.01125
20.843427013982804,-2.437681491892422,0,21.261208333333336
21.093358230927265,-2.4339997532487287,0,21.511166666666668
21.343289447871722,-2.430318014605035,0,21.761125
21.59322066481618,-2.426636275961342,0,22.011083333333332
21.843151881760633,-2.4229545373176484,0,22.261041666666667
22.093083098705094,-2.4192727986739553,0,22.511000000000003
22.343014315649548,-2.4155910600302617,0,22.760958333333335
22.59294553259401,-2.4119093213865685,0,23.010916666666667
22.842876749538462,-2.408227582742875,0,23.260875
23.092807966482923,-2.404545844099182,0,23.510833333333334
23.34273918342738,-2.4008641054554882,0,23.760791666666666
23.592670400371837,-2.397182366811795,0,24.01075
23.84260161731629,-2.3935006281681015,0,24.260708333333334
24.09253283426075,-2.3898188895244084,0,24.510666666666665
24.342464051205205,-2.3861371508807148,0,24.760625
24.592395268149666,-2.3824554122370216,0,25.010583333333333
24.84232648509412,-2.378773673593328,0,25.26054166666667
25.09225770203858,-2.375091934949635,0,25.5105
25.342188918983034,-2.3714101963059413,0,25.760458333333332
25.592120135927495,-2.367728457662248,0,26.010416666666664
25.842051352871948,-2.364046719018555,0,26.260375
26.09198256981641,-2.3603649803748614,0,26.510333333333335
26.341913786760863,-2.356683241731168,0,26.760291666666667
26.59184500370532,-2.3530015030874747,0,27.01025
26.841776220649777,-2.3493197644437815,0,27.26020833333333
27.091707437594234,-2.345638025800088,0,27.51016666666667
